AS, node_degree, IP_prefix_count, class
46184, 0, 1, Enterprise
46959, 0, 4, Enterprise
55085, 0, 3, Enterprise
63190, 0, 8, Enterprise
395107, 0, 8, Enterprise
18805, 0, 1, Enterprise
11062, 0, 50, Enterprise
10725, 0, 4, Enterprise
63083, 0, 1, Enterprise
394967, 0, 2, Enterprise
31955, 0, 3, Enterprise
38, 0, 9, Enterprise
63058, 0, 1, Enterprise
19854, 0, 2, Enterprise
25973, 0, 9, Enterprise
32084, 0, 1, Enterprise
187, 0, 17, Enterprise
11116, 0, 14, Enterprise
395425, 0, 4, Enterprise
14289, 0, 1, Enterprise
54385, 0, 2, Enterprise
395869, 0, 1, Enterprise
54011, 0, 1, Enterprise
266165, 0, 5, Enterprise
266166, 0, 7, Enterprise
266173, 0, 3, Enterprise
6645, 0, 1, Enterprise
22801, 0, 6, Enterprise
33649, 0, 1, Enterprise
393648, 0, 6, Enterprise
55254, 0, 3, Enterprise
395254, 0, 1, Enterprise
395479, 0, 3, Enterprise
395683, 0, 2, Enterprise
36114, 0, 28, Enterprise
54914, 0, 2, Enterprise
14997, 0, 1, Enterprise
396493, 0, 1, Enterprise
393939, 0, 2, Enterprise
11772, 0, 1, Enterprise
9547, 0, 15, Enterprise
2823, 0, 3, Enterprise
9426, 0, 17, Enterprise
30350, 0, 1, Enterprise
13385, 0, 3, Enterprise
13824, 0, 4, Enterprise
25641, 0, 1, Enterprise
11501, 0, 1, Enterprise
40086, 0, 2, Enterprise
19765, 0, 3, Enterprise
36686, 0, 1, Enterprise
11379, 0, 5, Enterprise
29995, 0, 2, Enterprise
11732, 0, 2, Enterprise
65006, 0, 2, Enterprise
20103, 0, 1, Enterprise
396012, 0, 2, Enterprise
26885, 0, 3, Enterprise
54891, 0, 2, Enterprise
54536, 0, 5, Enterprise
64767, 0, 1, Enterprise
18672, 0, 7, Enterprise
47074, 0, 6, Enterprise
32530, 0, 1, Enterprise
22450, 0, 6, Enterprise
19697, 0, 1, Enterprise
20417, 0, 1, Enterprise
395883, 0, 1, Enterprise
54318, 0, 3, Enterprise
32122, 0, 4, Enterprise
64019, 0, 2, Enterprise
63340, 0, 1, Enterprise
46243, 0, 1, Enterprise
19571, 0, 1, Enterprise
19995, 0, 2, Enterprise
32830, 0, 2, Enterprise
54032, 0, 11, Enterprise
62712, 0, 6, Enterprise
20182, 0, 2, Enterprise
10858, 0, 1, Enterprise
31885, 0, 1, Enterprise
16412, 0, 3, Enterprise
23209, 0, 2, Enterprise
19674, 0, 3, Enterprise
26372, 0, 1, Enterprise
25750, 0, 1, Enterprise
40205, 0, 1, Enterprise
40047, 0, 1, Enterprise
33403, 0, 1, Enterprise
62841, 0, 3, Enterprise
13891, 0, 2, Enterprise
23454, 0, 6, Enterprise
40617, 0, 1, Enterprise
54625, 0, 1, Enterprise
55045, 0, 14, Enterprise
54092, 0, 2, Enterprise
33501, 0, 7, Enterprise
394735, 0, 2, Enterprise
11580, 0, 3, Enterprise
10980, 0, 12, Enterprise
394286, 0, 1, Enterprise
14874, 0, 1, Enterprise
54274, 0, 1, Enterprise
30307, 0, 1, Enterprise
22007, 0, 1, Enterprise
30080, 0, 1, Enterprise
54682, 0, 1, Enterprise
16533, 0, 1, Enterprise
13509, 0, 1, Enterprise
53918, 0, 2, Enterprise
395364, 0, 1, Enterprise
26813, 0, 1, Enterprise
394698, 0, 2, Enterprise
17325, 0, 1, Enterprise
26168, 0, 2, Enterprise
25882, 0, 1, Enterprise
46947, 0, 1, Enterprise
394962, 0, 2, Enterprise
46688, 0, 1, Enterprise
46645, 0, 1, Enterprise
16725, 0, 1, Enterprise
40777, 0, 1, Enterprise
13470, 0, 2, Enterprise
13773, 0, 11, Enterprise
32221, 0, 1, Enterprise
26779, 0, 2, Enterprise
4900, 0, 1, Enterprise
11593, 0, 1, Enterprise
33465, 0, 6, Enterprise
53713, 0, 2, Enterprise
55174, 0, 1, Enterprise
36045, 0, 1, Enterprise
6988, 0, 4, Enterprise
62714, 0, 6, Enterprise
27413, 0, 5, Enterprise
22353, 0, 3, Enterprise
19810, 0, 2, Enterprise
23317, 0, 4, Enterprise
26047, 0, 2, Enterprise
395222, 0, 1, Enterprise
20284, 0, 7, Enterprise
54524, 0, 2, Enterprise
395515, 0, 4, Enterprise
395544, 0, 2, Enterprise
396152, 0, 1, Enterprise
19704, 0, 1, Enterprise
32546, 0, 5, Enterprise
32497, 0, 1, Enterprise
55208, 0, 2, Enterprise
22115, 0, 2, Enterprise
36243, 0, 7, Enterprise
19005, 0, 10, Enterprise
5683, 0, 4, Enterprise
46464, 0, 1, Enterprise
32075, 0, 5, Enterprise
16797, 0, 5, Enterprise
22088, 0, 2, Enterprise
11038, 0, 8, Enterprise
14133, 0, 49, Enterprise
19795, 0, 31, Enterprise
46276, 0, 3, Enterprise
63350, 0, 2, Enterprise
22344, 0, 2, Enterprise
25842, 0, 1, Enterprise
14066, 0, 4, Enterprise
35862, 0, 4, Enterprise
14986, 0, 1, Enterprise
33506, 0, 2, Enterprise
33627, 0, 4, Enterprise
46877, 0, 2, Enterprise
26226, 0, 1, Enterprise
14820, 0, 3, Enterprise
11288, 0, 4, Enterprise
33725, 0, 3, Enterprise
46132, 0, 3, Enterprise
22111, 0, 3, Enterprise
36504, 0, 10, Enterprise
22766, 0, 1, Enterprise
394905, 0, 2, Enterprise
33391, 0, 4, Enterprise
25943, 0, 8, Enterprise
11222, 0, 5, Enterprise
46861, 0, 2, Enterprise
46917, 0, 3, Enterprise
19404, 0, 12, Enterprise
18896, 0, 2, Enterprise
22069, 0, 2, Enterprise
30231, 0, 3, Enterprise
19503, 0, 1, Enterprise
11323, 0, 20, Enterprise
46796, 0, 1, Enterprise
46927, 0, 1, Enterprise
17116, 0, 8, Enterprise
26630, 0, 12, Enterprise
46958, 0, 2, Enterprise
6624, 0, 2, Enterprise
395571, 0, 1, Enterprise
17127, 0, 1, Enterprise
22482, 0, 1, Enterprise
14902, 0, 4, Enterprise
13823, 0, 9, Enterprise
46971, 0, 4, Enterprise
46891, 0, 2, Enterprise
18989, 0, 5, Enterprise
22009, 0, 5, Enterprise
47000, 0, 6, Enterprise
40867, 0, 3, Enterprise
46932, 0, 9, Enterprise
47002, 0, 1, Enterprise
27297, 0, 1, Enterprise
10764, 0, 1, Enterprise
22338, 0, 1, Enterprise
26096, 0, 6, Enterprise
19915, 0, 4, Enterprise
32757, 0, 14, Enterprise
36809, 0, 1, Enterprise
32987, 0, 4, Enterprise
394180, 0, 2, Enterprise
394199, 0, 2, Enterprise
47035, 0, 1, Enterprise
19888, 0, 1, Enterprise
46992, 0, 1, Enterprise
33062, 0, 1, Enterprise
27232, 0, 9, Enterprise
10982, 0, 7, Enterprise
47060, 0, 4, Enterprise
14073, 0, 4, Enterprise
26642, 0, 1, Enterprise
47015, 0, 4, Enterprise
47069, 0, 1, Enterprise
46812, 0, 7, Enterprise
11536, 0, 6, Enterprise
21885, 0, 2, Enterprise
30576, 0, 1, Enterprise
47084, 0, 4, Enterprise
40871, 0, 7, Enterprise
29919, 0, 2, Enterprise
40221, 0, 5, Enterprise
4867, 0, 4, Enterprise
33404, 0, 1, Enterprise
47045, 0, 2, Enterprise
26083, 0, 12, Enterprise
47100, 0, 1, Enterprise
26137, 0, 2, Enterprise
15088, 0, 1, Enterprise
20430, 0, 1, Enterprise
53254, 0, 4, Enterprise
53251, 0, 1, Enterprise
29889, 0, 13, Enterprise
32223, 0, 1, Enterprise
47023, 0, 2, Enterprise
46871, 0, 1, Enterprise
6309, 0, 4, Enterprise
53255, 0, 4, Enterprise
36524, 0, 4, Enterprise
18615, 0, 3, Enterprise
394634, 0, 2, Enterprise
32793, 0, 3, Enterprise
1404, 0, 3, Enterprise
1442, 0, 4, Enterprise
53266, 0, 2, Enterprise
23096, 0, 3, Enterprise
20398, 0, 12, Enterprise
53263, 0, 4, Enterprise
27489, 0, 3, Enterprise
47031, 0, 3, Enterprise
1445, 0, 1, Enterprise
1628, 0, 3, Enterprise
36499, 0, 7, Enterprise
1652, 0, 1, Enterprise
15122, 0, 5, Enterprise
53307, 0, 2, Enterprise
6165, 0, 2, Enterprise
21978, 0, 1, Enterprise
53769, 0, 1, Enterprise
53397, 0, 1, Enterprise
53309, 0, 2, Enterprise
1643, 0, 1, Enterprise
1379, 0, 8, Enterprise
1443, 0, 6, Enterprise
47103, 0, 3, Enterprise
47075, 0, 5, Enterprise
36466, 0, 3, Enterprise
1827, 0, 5, Enterprise
1823, 0, 4, Enterprise
2896, 0, 3, Enterprise
32436, 0, 1, Enterprise
53324, 0, 1, Enterprise
10987, 0, 1, Enterprise
12273, 0, 3, Enterprise
23376, 0, 2, Enterprise
3688, 0, 2, Enterprise
32866, 0, 10, Enterprise
1826, 0, 1, Enterprise
11352, 0, 7, Enterprise
46429, 0, 4, Enterprise
31977, 0, 4, Enterprise
2762, 0, 3, Enterprise
4539, 0, 2, Enterprise
2941, 0, 3, Enterprise
32570, 0, 4, Enterprise
26217, 0, 1, Enterprise
13341, 0, 6, Enterprise
4894, 0, 1, Enterprise
13851, 0, 4, Enterprise
1633, 0, 3, Enterprise
4980, 0, 1, Enterprise
40739, 0, 4, Enterprise
3061, 0, 3, Enterprise
45178, 0, 15, Enterprise
40402, 0, 2, Enterprise
4912, 0, 1, Enterprise
4475, 0, 2, Enterprise
2729, 0, 4, Enterprise
46437, 0, 11, Enterprise
2763, 0, 1, Enterprise
20326, 0, 4, Enterprise
4940, 0, 2, Enterprise
22787, 0, 33, Enterprise
22441, 0, 5, Enterprise
4989, 0, 5, Enterprise
7143, 0, 3, Enterprise
46395, 0, 2, Enterprise
7251, 0, 5, Enterprise
36464, 0, 3, Enterprise
35064, 0, 9, Enterprise
20132, 0, 1, Enterprise
14268, 0, 1, Enterprise
13439, 0, 1, Enterprise
27401, 0, 4, Enterprise
35974, 0, 7, Enterprise
19424, 0, 2, Enterprise
11477, 0, 1, Enterprise
21678, 0, 6, Enterprise
1999, 0, 7, Enterprise
27515, 0, 1, Enterprise
32683, 0, 1, Enterprise
11297, 0, 3, Enterprise
36815, 0, 6, Enterprise
32584, 0, 5, Enterprise
26950, 0, 1, Enterprise
18938, 0, 6, Enterprise
4878, 0, 2, Enterprise
23284, 0, 4, Enterprise
10661, 0, 1, Enterprise
46506, 0, 13, Enterprise
31850, 0, 8, Enterprise
6951, 0, 3, Enterprise
32773, 0, 2, Enterprise
7366, 0, 2, Enterprise
39963, 0, 11, Enterprise
40603, 0, 11, Enterprise
22496, 0, 1, Enterprise
32315, 0, 1, Enterprise
21818, 0, 2, Enterprise
36758, 0, 7, Enterprise
19595, 0, 1, Enterprise
53285, 0, 2, Enterprise
26697, 0, 1, Enterprise
25889, 0, 2, Enterprise
53294, 0, 4, Enterprise
32671, 0, 1, Enterprise
32141, 0, 2, Enterprise
36823, 0, 1, Enterprise
12084, 0, 2, Enterprise
12102, 0, 1, Enterprise
25681, 0, 2, Enterprise
19877, 0, 2, Enterprise
14494, 0, 3, Enterprise
22300, 0, 4, Enterprise
16848, 0, 4, Enterprise
32845, 0, 2, Enterprise
35914, 0, 83, Enterprise
30063, 0, 2, Enterprise
40790, 0, 2, Enterprise
27591, 0, 2, Enterprise
14633, 0, 9, Enterprise
27441, 0, 3, Enterprise
53313, 0, 2, Enterprise
26968, 0, 2, Enterprise
53361, 0, 3, Enterprise
53289, 0, 8, Enterprise
18776, 0, 2, Enterprise
510, 0, 2, Enterprise
53319, 0, 1, Enterprise
26008, 0, 8, Enterprise
53383, 0, 1, Enterprise
46589, 0, 6, Enterprise
14352, 0, 6, Enterprise
26205, 0, 13, Enterprise
46576, 0, 9, Enterprise
26921, 0, 1, Enterprise
53370, 0, 7, Enterprise
11365, 0, 4, Enterprise
53414, 0, 9, Enterprise
17319, 0, 7, Enterprise
53425, 0, 6, Enterprise
30705, 0, 6, Enterprise
14412, 0, 2, Enterprise
53433, 0, 4, Enterprise
23051, 0, 3, Enterprise
10919, 0, 1, Enterprise
30047, 0, 11, Enterprise
26569, 0, 3, Enterprise
53430, 0, 1, Enterprise
1614, 0, 4, Enterprise
394610, 0, 1, Enterprise
53404, 0, 2, Enterprise
14982, 0, 2, Enterprise
40539, 0, 10, Enterprise
14033, 0, 2, Enterprise
13384, 0, 1, Enterprise
22087, 0, 4, Enterprise
36698, 0, 10, Enterprise
53450, 0, 1, Enterprise
35975, 0, 18, Enterprise
16786, 0, 2, Enterprise
27527, 0, 1, Enterprise
39993, 0, 1, Enterprise
14292, 0, 3, Enterprise
36742, 0, 10, Enterprise
16856, 0, 2, Enterprise
53429, 0, 4, Enterprise
53830, 0, 25, Enterprise
17115, 0, 1, Enterprise
19759, 0, 3, Enterprise
23142, 0, 2, Enterprise
53373, 0, 8, Enterprise
26671, 0, 3, Enterprise
16938, 0, 2, Enterprise
18911, 0, 4, Enterprise
46182, 0, 6, Enterprise
62776, 0, 5, Enterprise
40496, 0, 4, Enterprise
53817, 0, 2, Enterprise
53469, 0, 1, Enterprise
32340, 0, 1, Enterprise
55291, 0, 8, Enterprise
40718, 0, 4, Enterprise
15313, 0, 3, Enterprise
54178, 0, 5, Enterprise
20455, 0, 3, Enterprise
14064, 0, 1, Enterprise
395497, 0, 1, Enterprise
33629, 0, 3, Enterprise
6912, 0, 4, Enterprise
36542, 0, 1, Enterprise
46644, 0, 2, Enterprise
395931, 0, 1, Enterprise
30605, 0, 11, Enterprise
30652, 0, 4, Enterprise
30568, 0, 7, Enterprise
46271, 0, 4, Enterprise
46250, 0, 4, Enterprise
25854, 0, 7, Enterprise
393803, 0, 1, Enterprise
21867, 0, 1, Enterprise
393605, 0, 2, Enterprise
32784, 0, 1, Enterprise
19791, 0, 1, Enterprise
40846, 0, 1, Enterprise
46754, 0, 1, Enterprise
46461, 0, 4, Enterprise
30651, 0, 1, Enterprise
8084, 0, 2, Enterprise
21817, 0, 11, Enterprise
18597, 0, 4, Enterprise
46260, 0, 1, Enterprise
21742, 0, 1, Enterprise
33599, 0, 1, Enterprise
19552, 0, 1, Enterprise
23223, 0, 1, Enterprise
11330, 0, 1, Enterprise
26254, 0, 4, Enterprise
31918, 0, 1, Enterprise
40501, 0, 1, Enterprise
18669, 0, 2, Enterprise
29725, 0, 1, Enterprise
54939, 0, 1, Enterprise
46775, 0, 1, Enterprise
14637, 0, 1, Enterprise
395313, 0, 1, Enterprise
23157, 0, 2, Enterprise
10988, 0, 1, Enterprise
11276, 0, 1, Enterprise
20197, 0, 8, Enterprise
62737, 0, 1, Enterprise
29892, 0, 19, Enterprise
46245, 0, 1, Enterprise
53650, 0, 2, Enterprise
29720, 0, 2, Enterprise
40701, 0, 1, Enterprise
27012, 0, 1, Enterprise
17156, 0, 3, Enterprise
32332, 0, 1, Enterprise
395554, 0, 1, Enterprise
26122, 0, 1, Enterprise
40574, 0, 1, Enterprise
394502, 0, 1, Enterprise
14842, 0, 1, Enterprise
36102, 0, 3, Enterprise
14209, 0, 5, Enterprise
26520, 0, 1, Enterprise
14214, 0, 6, Enterprise
53618, 0, 7, Enterprise
20477, 0, 11, Enterprise
53543, 0, 13, Enterprise
46115, 0, 35, Enterprise
16489, 0, 4, Enterprise
21628, 0, 1, Enterprise
10723, 0, 3, Enterprise
16601, 0, 1, Enterprise
19982, 0, 4, Enterprise
18923, 0, 1, Enterprise
22739, 0, 2, Enterprise
18794, 0, 12, Enterprise
6401, 0, 1, Enterprise
23109, 0, 2, Enterprise
40235, 0, 1, Enterprise
36119, 0, 2, Enterprise
16893, 0, 4, Enterprise
20186, 0, 2, Enterprise
26200, 0, 2, Enterprise
33223, 0, 3, Enterprise
394113, 0, 1, Enterprise
16808, 0, 2, Enterprise
11781, 0, 1, Enterprise
46697, 0, 1, Enterprise
31954, 0, 1, Enterprise
36199, 0, 1, Enterprise
46683, 0, 1, Enterprise
27175, 0, 1, Enterprise
26500, 0, 1, Enterprise
5787, 0, 2, Enterprise
63129, 0, 3, Enterprise
26472, 0, 4, Enterprise
11169, 0, 5, Enterprise
21516, 0, 1, Enterprise
46251, 0, 1, Enterprise
54324, 0, 2, Enterprise
33303, 0, 4, Enterprise
11289, 0, 1, Enterprise
18552, 0, 3, Enterprise
30187, 0, 5, Enterprise
20450, 0, 1, Enterprise
26712, 0, 1, Enterprise
32032, 0, 2, Enterprise
27622, 0, 1, Enterprise
36465, 0, 1, Enterprise
40057, 0, 1, Enterprise
395733, 0, 1, Enterprise
16778, 0, 2, Enterprise
40054, 0, 1, Enterprise
16390, 0, 2, Enterprise
22842, 0, 1, Enterprise
26296, 0, 6, Enterprise
40852, 0, 1, Enterprise
11429, 0, 5, Enterprise
7456, 0, 5, Enterprise
18850, 0, 2, Enterprise
31988, 0, 1, Enterprise
16719, 0, 2, Enterprise
40019, 0, 1, Enterprise
19012, 0, 1, Enterprise
32444, 0, 33, Enterprise
17241, 0, 1, Enterprise
14841, 0, 1, Enterprise
46674, 0, 1, Enterprise
20130, 0, 3, Enterprise
54728, 0, 3, Enterprise
19751, 0, 8, Enterprise
26767, 0, 1, Enterprise
40306, 0, 1, Enterprise
53979, 0, 4, Enterprise
30171, 0, 4, Enterprise
393993, 0, 2, Enterprise
393447, 0, 2, Enterprise
11624, 0, 9, Enterprise
22036, 0, 2, Enterprise
54124, 0, 1, Enterprise
1796, 0, 1, Enterprise
16386, 0, 2, Enterprise
23493, 0, 1, Enterprise
63135, 0, 1, Enterprise
16854, 0, 1, Enterprise
53729, 0, 1, Enterprise
62691, 0, 2, Enterprise
54445, 0, 3, Enterprise
54619, 0, 2, Enterprise
36402, 0, 1, Enterprise
27556, 0, 2, Enterprise
23070, 0, 1, Enterprise
33099, 0, 2, Enterprise
18823, 0, 1, Enterprise
30717, 0, 1, Enterprise
54686, 0, 1, Enterprise
395376, 0, 1, Enterprise
53697, 0, 2, Enterprise
55065, 0, 1, Enterprise
32853, 0, 1, Enterprise
46496, 0, 2, Enterprise
19219, 0, 1, Enterprise
63198, 0, 1, Enterprise
394443, 0, 1, Enterprise
393491, 0, 1, Enterprise
46751, 0, 1, Enterprise
396384, 0, 1, Enterprise
62632, 0, 2, Enterprise
393265, 0, 1, Enterprise
55042, 0, 1, Enterprise
14656, 0, 1, Enterprise
62611, 0, 3, Enterprise
26160, 0, 3, Enterprise
25629, 0, 1, Enterprise
36739, 0, 1, Enterprise
13704, 0, 1, Enterprise
396165, 0, 3, Enterprise
40513, 0, 7, Enterprise
46878, 0, 1, Enterprise
1428, 0, 1, Enterprise
607, 0, 1, Enterprise
27250, 0, 6, Enterprise
63001, 0, 5, Enterprise
40091, 0, 32, Enterprise
54736, 0, 1, Enterprise
393628, 0, 2, Enterprise
14659, 0, 3, Enterprise
46956, 0, 1, Enterprise
65428, 0, 3, Enterprise
393404, 0, 2, Enterprise
23232, 0, 1, Enterprise
46200, 0, 1, Enterprise
22620, 0, 1, Enterprise
32904, 0, 1, Enterprise
41458, 0, 6, Enterprise
15197, 0, 1, Enterprise
53525, 0, 5, Enterprise
32364, 0, 7, Enterprise
21793, 0, 3, Enterprise
46238, 0, 23, Enterprise
23546, 0, 12, Enterprise
55394, 0, 5, Enterprise
14351, 0, 2, Enterprise
395465, 0, 2, Enterprise
27242, 0, 1, Enterprise
25739, 0, 2, Enterprise
10349, 0, 6, Enterprise
26002, 0, 8, Enterprise
23294, 0, 6, Enterprise
23207, 0, 6, Enterprise
26333, 0, 2, Enterprise
22985, 0, 14, Enterprise
23366, 0, 26, Enterprise
64731, 0, 1, Enterprise
54311, 0, 2, Enterprise
54529, 0, 2, Enterprise
30564, 0, 2, Enterprise
26303, 0, 5, Enterprise
64914, 0, 1, Enterprise
2055, 0, 11, Enterprise
394891, 0, 1, Enterprise
40944, 0, 3, Enterprise
62915, 0, 3, Enterprise
54128, 0, 1, Enterprise
30261, 0, 2, Enterprise
395442, 0, 1, Enterprise
26080, 0, 4, Enterprise
29718, 0, 1, Enterprise
202183, 0, 1, Enterprise
48976, 0, 21, Enterprise
42586, 0, 2, Enterprise
47460, 0, 1, Enterprise
42003, 0, 61, Enterprise
15967, 0, 3, Enterprise
203453, 0, 6, Enterprise
60490, 0, 9, Enterprise
64600, 0, 7, Enterprise
203644, 0, 7, Enterprise
206157, 0, 3, Enterprise
5377, 0, 10, Enterprise
65515, 0, 2, Enterprise
2111, 0, 1, Enterprise
57237, 0, 2, Enterprise
42215, 0, 1, Enterprise
42226, 0, 3, Enterprise
44062, 0, 1, Enterprise
2259, 0, 2, Enterprise
42236, 0, 6, Enterprise
42252, 0, 1, Enterprise
42288, 0, 3, Enterprise
205280, 0, 1, Enterprise
42325, 0, 1, Enterprise
42320, 0, 4, Enterprise
197252, 0, 4, Enterprise
33890, 0, 2, Enterprise
42421, 0, 5, Enterprise
42435, 0, 2, Enterprise
20650, 0, 13, Enterprise
41190, 0, 10, Enterprise
42515, 0, 2, Enterprise
30909, 0, 3, Enterprise
200551, 0, 1, Enterprise
60642, 0, 1, Enterprise
28789, 0, 5, Enterprise
50386, 0, 2, Enterprise
29726, 0, 1, Enterprise
50656, 0, 2, Enterprise
41471, 0, 3, Enterprise
42684, 0, 1, Enterprise
41215, 0, 1, Enterprise
42028, 0, 2, Enterprise
20905, 0, 2, Enterprise
47417, 0, 1, Enterprise
42716, 0, 1, Enterprise
42840, 0, 2, Enterprise
42748, 0, 2, Enterprise
8312, 0, 10, Enterprise
42770, 0, 6, Enterprise
42771, 0, 1, Enterprise
206850, 0, 1, Enterprise
206827, 0, 1, Enterprise
49867, 0, 2, Enterprise
42851, 0, 3, Enterprise
44769, 0, 4, Enterprise
21429, 0, 1, Enterprise
43127, 0, 2, Enterprise
43382, 0, 1, Enterprise
41983, 0, 3, Enterprise
42988, 0, 1, Enterprise
56538, 0, 4, Enterprise
33811, 0, 3, Enterprise
42860, 0, 3, Enterprise
42882, 0, 7, Enterprise
12447, 0, 2, Enterprise
42887, 0, 1, Enterprise
43460, 0, 1, Enterprise
42903, 0, 3, Enterprise
43019, 0, 8, Enterprise
42917, 0, 1, Enterprise
42919, 0, 2, Enterprise
42944, 0, 6, Enterprise
43247, 0, 23, Enterprise
35703, 0, 3, Enterprise
43716, 0, 2, Enterprise
42992, 0, 1, Enterprise
20750, 0, 4, Enterprise
13306, 0, 13, Enterprise
39184, 0, 152, Enterprise
49849, 0, 44, Enterprise
34074, 0, 1, Enterprise
47874, 0, 1, Enterprise
39246, 0, 3, Enterprise
204150, 0, 1, Enterprise
62323, 0, 1, Enterprise
201615, 0, 1, Enterprise
41097, 0, 4, Enterprise
202904, 0, 1, Enterprise
28893, 0, 2, Enterprise
197474, 0, 2, Enterprise
47812, 0, 1, Enterprise
207206, 0, 1, Enterprise
202081, 0, 3, Enterprise
59835, 0, 3, Enterprise
56840, 0, 1, Enterprise
51722, 0, 2, Enterprise
41950, 0, 3, Enterprise
56729, 0, 2, Enterprise
62189, 0, 1, Enterprise
61077, 0, 1, Enterprise
60403, 0, 1, Enterprise
204157, 0, 3, Enterprise
60408, 0, 1, Enterprise
203523, 0, 14, Enterprise
39312, 0, 4, Enterprise
39758, 0, 15, Enterprise
35664, 0, 13, Enterprise
61204, 0, 4, Enterprise
60073, 0, 2, Enterprise
60909, 0, 2, Enterprise
13209, 0, 2, Enterprise
39815, 0, 2, Enterprise
41055, 0, 17, Enterprise
35632, 0, 3, Enterprise
43202, 0, 1, Enterprise
49233, 0, 5, Enterprise
203390, 0, 1, Enterprise
42838, 0, 1, Enterprise
44194, 0, 4, Enterprise
203210, 0, 7, Enterprise
34530, 0, 3, Enterprise
42154, 0, 1, Enterprise
41771, 0, 4, Enterprise
49719, 0, 1, Enterprise
43182, 0, 8, Enterprise
51281, 0, 2, Enterprise
49071, 0, 8, Enterprise
34427, 0, 5, Enterprise
49156, 0, 4, Enterprise
3175, 0, 1, Enterprise
49234, 0, 5, Enterprise
51400, 0, 1, Enterprise
31530, 0, 36, Enterprise
202725, 0, 2, Enterprise
42821, 0, 12, Enterprise
200775, 0, 44, Enterprise
50260, 0, 1, Enterprise
47180, 0, 1, Enterprise
64419, 0, 4, Enterprise
43667, 0, 5, Enterprise
43012, 0, 1, Enterprise
41947, 0, 2, Enterprise
47233, 0, 1, Enterprise
35825, 0, 7, Enterprise
203711, 0, 1, Enterprise
43633, 0, 3, Enterprise
48322, 0, 3, Enterprise
60648, 0, 2, Enterprise
50983, 0, 1, Enterprise
30788, 0, 3, Enterprise
21166, 0, 4, Enterprise
48087, 0, 1, Enterprise
201576, 0, 1, Enterprise
43390, 0, 2, Enterprise
8528, 0, 14, Enterprise
199835, 0, 1, Enterprise
43030, 0, 2, Enterprise
43020, 0, 1, Enterprise
43024, 0, 1, Enterprise
51338, 0, 1, Enterprise
15961, 0, 4, Enterprise
43087, 0, 1, Enterprise
29282, 0, 3, Enterprise
44762, 0, 1, Enterprise
44898, 0, 11, Enterprise
43185, 0, 1, Enterprise
25332, 0, 2, Enterprise
3222, 0, 3, Enterprise
62362, 0, 1, Enterprise
206675, 0, 1, Enterprise
59851, 0, 3, Enterprise
201476, 0, 13, Enterprise
42621, 0, 3, Enterprise
49326, 0, 1, Enterprise
41013, 0, 2, Enterprise
43699, 0, 1, Enterprise
201495, 0, 3, Enterprise
62183, 0, 10, Enterprise
42561, 0, 2, Enterprise
43199, 0, 1, Enterprise
202071, 0, 1, Enterprise
202674, 0, 1, Enterprise
202673, 0, 1, Enterprise
35728, 0, 7, Enterprise
43373, 0, 17, Enterprise
51356, 0, 6, Enterprise
34226, 0, 6, Enterprise
206625, 0, 1, Enterprise
48169, 0, 4, Enterprise
35680, 0, 6, Enterprise
42471, 0, 6, Enterprise
56389, 0, 12, Enterprise
30881, 0, 8, Enterprise
42654, 0, 14, Enterprise
51898, 0, 1, Enterprise
51162, 0, 3, Enterprise
204235, 0, 1, Enterprise
62310, 0, 1, Enterprise
197889, 0, 5, Enterprise
200964, 0, 10, Enterprise
42769, 0, 1, Enterprise
42876, 0, 2, Enterprise
42751, 0, 1, Enterprise
44112, 0, 13, Enterprise
35295, 0, 8, Enterprise
24838, 0, 7, Enterprise
62054, 0, 8, Enterprise
15470, 0, 5, Enterprise
29671, 0, 2, Enterprise
50126, 0, 7, Enterprise
198406, 0, 5, Enterprise
59440, 0, 5, Enterprise
42102, 0, 3, Enterprise
42117, 0, 3, Enterprise
201291, 0, 3, Enterprise
198621, 0, 2, Enterprise
49113, 0, 3, Enterprise
42885, 0, 1, Enterprise
34482, 0, 3, Enterprise
42289, 0, 18, Enterprise
42539, 0, 1, Enterprise
12384, 0, 2, Enterprise
42317, 0, 1, Enterprise
13296, 0, 11, Enterprise
198774, 0, 2, Enterprise
29339, 0, 3, Enterprise
42293, 0, 1, Enterprise
201120, 0, 20, Enterprise
203720, 0, 11, Enterprise
42715, 0, 1, Enterprise
47493, 0, 1, Enterprise
201536, 0, 8, Enterprise
39135, 0, 5, Enterprise
202573, 0, 1, Enterprise
206968, 0, 1, Enterprise
206138, 0, 1, Enterprise
203070, 0, 2, Enterprise
40986, 0, 3, Enterprise
39799, 0, 9, Enterprise
197753, 0, 1, Enterprise
47234, 0, 6, Enterprise
42943, 0, 20, Enterprise
56865, 0, 2, Enterprise
42189, 0, 3, Enterprise
43316, 0, 3, Enterprise
21496, 0, 2, Enterprise
34049, 0, 5, Enterprise
42309, 0, 1, Enterprise
42300, 0, 10, Enterprise
50196, 0, 1, Enterprise
44011, 0, 1, Enterprise
34033, 0, 1, Enterprise
206419, 0, 1, Enterprise
48673, 0, 1, Enterprise
204004, 0, 3, Enterprise
28747, 0, 9, Enterprise
42386, 0, 4, Enterprise
42364, 0, 1, Enterprise
42330, 0, 2, Enterprise
42517, 0, 8, Enterprise
42451, 0, 8, Enterprise
44092, 0, 14, Enterprise
42864, 0, 19, Enterprise
